Role,Invested in Real Estate,Extra Hours,Invested in Stock Market,Favourite Sport,Gender,Languages Known,Sport Knowledge (in XP),Average no. of leaves/month,Trades Done,Married(1/0),Level of Education,Pay,ID Proof,Most Productive Hour,Tax Category,Income Category,Employer,Tax Paid,Id
0,0,0,1,5,0,1,14.0,2,27,1,0,491.73,0,5,252,2,0,42973,12956
1,1,0,1,2,0,4,19.0,1,42,-1,2,273.73,0,5,93,2,0,44619,12958
1,0,1,1,2,0,1,83.0,2,41,0,0,60.73,2,5,540,2,0,34985,12959
1,1,1,1,4,1,3,0.0,0,42,0,0,573.73,0,5,179,2,0,40443,12960
1,1,0,1,1,1,3,38.0,2,47,1,0,1039.73,0,5,147,2,0,10294,12963
0,0,0,1,0,1,1,20.0,3,29,1,0,282.73,0,5,164,2,0,10595,12964
1,0,0,1,2,1,3,50.0,4,48,-1,2,496.73,0,5,261,2,0,18010,12965
0,0,1,1,2,1,1,19.0,2,31,0,0,273.73,0,5,221,2,0,31493,12966
1,0,0,1,6,1,4,68.0,0,56,0,1,1126.73,0,5,314,2,0,46435,12967
0,0,0,1,0,0,3,58.0,3,34,1,2,1619.73,0,5,71,2,0,35376,12968
0,0,0,1,3,0,1,71.0,2,33,0,2,395.73,0,5,176,2,0,37830,12969
0,0,1,1,1,0,4,2.0,5,28,1,0,325.73,0,5,419,2,0,11230,12970
0,0,1,1,5,1,2,83.0,4,25,1,1,1932.73,0,5,444,2,0,33486,12971
0,0,1,1,4,0,3,68.0,1,33,0,2,399.73,0,5,368,2,0,32586,12972
0,1,0,1,4,0,3,95.0,4,51,0,0,2054.73,0,5,119,2,0,39371,12973
1,1,0,1,3,0,3,19.0,5,38,-1,0,352.27,0,5,137,2,0,14557,12979
0,0,1,1,6,1,3,69.0,0,29,0,1,349.73,2,5,143,2,0,10513,12982
1,0,0,1,1,0,2,95.0,2,44,0,1,287.73,0,5,404,2,0,33008,12983
1,0,0,1,5,1,4,46.0,4,25,1,2,1390.73,0,5,413,2,0,48287,12984
0,0,1,1,0,0,1,84.0,1,38,0,1,250.73,0,5,753,2,0,49260,12986
0,1,0,1,1,0,2,2.0,3,41,0,0,401.73,2,5,119,2,0,36234,12987
0,1,0,1,1,1,1,26.0,5,35,0,2,1170.73,0,5,336,2,0,24662,12988
0,1,1,1,1,0,3,80.0,5,29,0,1,93.27,2,5,349,2,0,44280,12989
1,1,1,1,6,0,1,27.0,2,26,1,0,45.73,0,5,161,2,0,12037,12990
1,0,0,1,0,1,1,82.0,5,41,0,1,281.73,2,5,242,2,0,32521,12991
0,0,0,1,4,0,4,49.0,3,26,0,0,892.73,2,5,324,2,0,49648,12992
0,0,1,1,3,0,1,9.0,5,45,0,0,297.73,0,5,92,2,0,15171,12993
0,0,0,1,2,1,3,82.0,5,41,1,2,315.73,0,5,282,2,0,19553,12994
0,0,1,1,5,1,2,75.0,0,55,0,2,233.73,0,5,85,2,0,42258,12995
1,0,1,1,3,0,4,15.0,3,56,1,0,555.73,0,5,75,2,0,33514,12996
0,0,0,1,5,1,1,90.0,5,41,0,0,2199.73,2,5,86,2,0,31075,13000
1,0,1,1,3,0,1,72.0,1,25,0,0,652.73,0,5,266,2,0,43741,13001
0,0,0,1,3,0,2,81.0,1,43,0,0,4961.73,0,5,109,2,0,27368,13002
0,1,0,1,6,0,4,76.0,4,29,0,2,529.73,0,5,25,2,0,13112,13003
0,0,0,1,6,0,3,12.0,0,31,0,0,531.27,0,5,205,2,0,20654,13004
1,0,1,1,2,0,1,36.0,2,29,1,0,271.73,0,5,218,2,0,43454,13005
0,1,0,1,3,1,1,24.0,2,30,1,0,746.73,0,5,621,2,0,46363,13006
1,0,0,1,2,0,1,82.0,3,39,0,1,448.73,0,5,249,2,0,26062,13007
1,0,1,1,4,0,4,59.0,4,29,1,0,133.27,0,5,227,2,0,24244,13008
1,0,0,1,6,0,2,89.0,1,42,1,1,249.73,2,5,561,2,0,31800,13010
1,1,1,1,5,1,3,95.0,5,23,1,0,218.73,0,5,239,2,0,12963,13015
1,0,0,1,1,1,3,3.0,3,58,0,2,1846.73,2,5,76,2,0,47861,13017
1,0,0,1,1,1,1,98.0,3,47,0,1,4413.73,0,5,202,2,0,47174,13019
0,0,0,1,6,1,3,4.0,5,23,1,0,768.73,0,5,128,2,0,19374,13020
1,0,1,1,6,0,4,11.0,3,48,0,2,365.73,0,5,189,2,0,40206,13022
1,0,0,1,3,1,2,24.0,5,48,-1,1,2051.73,0,5,115,2,0,39436,13023
1,1,0,1,1,1,3,98.0,5,31,0,2,841.73,0,5,216,2,0,44250,13024
1,0,0,1,1,0,4,98.0,5,40,1,2,297.73,0,5,259,2,0,48953,13027
1,1,1,1,2,1,2,37.0,0,32,0,2,685.73,0,5,161,2,0,14077,13029
0,0,0,1,2,0,1,45.0,1,31,0,2,134.73,0,5,287,2,0,14902,13030
1,0,1,1,5,1,2,56.0,1,24,0,0,32.27,0,5,339,2,0,16446,13031
1,0,1,1,6,1,4,98.0,1,27,1,0,483.73,0,5,137,2,0,23378,13032
1,0,1,1,5,0,3,76.0,2,26,1,0,824.73,0,5,158,2,0,14144,13033
1,0,1,1,0,1,3,62.0,1,43,0,0,273.73,0,5,44,2,0,44799,13035
1,0,0,1,1,1,2,74.0,0,57,0,0,457.73,0,5,160,2,0,11522,13036
0,0,0,1,6,1,2,3.0,5,44,0,0,835.73,0,5,488,2,0,15945,13037
0,1,0,1,5,1,2,91.0,5,30,0,2,2375.73,0,5,217,2,0,20347,13038
0,0,1,1,5,1,3,70.0,4,42,-1,2,466.73,0,5,101,2,0,40097,13039
0,1,1,1,2,1,4,62.0,1,44,0,1,104.73,0,5,106,2,0,26918,13042
0,0,1,1,4,1,3,0.0,1,33,0,1,2916.73,0,5,256,2,0,34898,13043
0,0,0,1,1,0,3,67.0,2,54,-1,1,285.73,0,5,223,2,0,18691,13044
0,0,1,1,5,0,1,32.0,3,58,0,1,348.73,0,5,180,2,0,48249,13045
1,0,0,1,3,1,2,79.0,1,34,0,0,16.73,0,5,21,2,0,21877,13046
1,1,0,1,5,0,3,43.0,3,27,1,1,443.73,0,5,213,2,0,46894,13047
0,0,1,1,4,0,4,79.0,1,53,0,2,1252.73,0,5,120,2,0,45952,13049
1,0,1,1,5,0,4,36.0,2,25,1,2,409.73,0,5,143,2,0,22000,13050
0,0,0,1,1,0,3,96.0,3,31,0,2,27969.73,0,5,359,2,0,36084,13051
1,0,0,1,4,1,4,66.0,4,31,1,2,372.73,0,5,156,2,0,26438,13052
1,0,0,1,5,0,1,41.0,0,26,1,0,749.73,0,5,303,2,0,11564,13054
1,0,1,0,2,0,2,7.0,4,29,1,2,569.73,0,5,506,2,0,32032,13057
0,0,1,1,2,1,4,49.0,5,24,1,2,395.73,0,5,157,2,0,49335,13059
1,0,1,1,3,1,2,87.0,3,25,0,1,183.73,0,5,172,2,0,19499,13060
1,1,1,1,0,1,4,41.0,1,40,1,1,1595.73,0,5,175,2,0,24630,13061
0,0,0,1,2,1,1,50.0,2,40,-1,0,1.73000000000002,0,5,183,2,0,27290,13062
0,1,0,1,1,0,1,49.0,0,32,-1,0,141.73,0,5,392,2,0,17051,13063
1,0,0,0,3,0,2,87.0,4,50,0,2,194.27,0,5,531,2,0,24040,13067
0,0,1,1,6,0,1,47.0,2,28,-1,0,273.73,0,5,317,2,0,49409,13068
1,1,1,1,4,1,4,39.0,3,23,1,2,1371.73,0,5,422,2,0,11521,13069
1,1,0,1,6,0,1,49.0,5,43,0,0,331.27,2,5,205,2,0,26788,13071
0,0,1,1,2,0,1,24.0,4,34,0,0,3276.73,0,5,82,2,0,36001,13073
0,0,1,1,5,0,4,97.0,1,49,0,0,311.73,0,5,28,2,0,12818,13074
0,0,1,1,4,1,2,74.0,5,24,1,2,564.73,0,5,390,2,0,40593,13075
0,0,0,1,4,1,1,39.0,2,30,0,2,275.73,0,5,79,2,0,20137,13076
0,0,1,1,6,0,4,61.0,1,55,0,2,1302.73,0,5,200,2,0,20811,13078
0,1,1,1,6,0,4,7.0,5,32,0,0,176.73,0,5,116,2,0,41193,13082
1,0,0,1,4,0,3,57.0,0,34,0,2,401.73,0,5,730,2,0,15380,13085
1,0,1,1,1,1,1,66.0,3,44,1,2,276.73,0,5,82,2,0,30860,13086
1,0,1,1,3,0,2,85.0,1,30,1,1,1198.73,0,5,521,2,0,35749,13087
0,0,0,1,0,1,4,16.0,5,26,0,0,728.73,0,5,283,2,0,45598,13089
1,0,1,1,6,1,2,99.0,3,24,1,0,238.73,0,5,301,2,0,33122,13090
1,0,1,1,1,1,4,82.0,5,37,1,0,503.73,0,5,103,2,0,42333,13091
0,0,0,1,2,1,2,60.0,1,53,0,0,273.73,0,5,99,2,0,16254,13092
0,0,1,1,4,1,4,85.0,4,31,0,0,219.73,0,5,39,2,0,39573,13093
0,0,1,1,6,0,3,4.0,1,43,-1,0,12662.73,0,5,708,2,0,27179,13095
0,1,0,1,6,0,3,59.0,0,23,1,0,275.73,0,5,285,2,0,47404,13096
0,0,1,1,6,0,2,1.0,2,53,0,2,295.73,0,5,212,2,0,46251,13097
1,0,1,1,4,1,1,3.0,2,30,1,0,76.73,0,5,96,2,0,49459,13098
0,0,1,1,3,1,3,4.0,5,23,1,0,273.73,0,5,235,2,0,28767,13099
0,1,1,1,0,0,2,56.0,5,32,0,1,206.27,0,5,222,2,0,11655,13101
1,0,1,1,5,0,1,97.0,3,54,1,1,448.73,0,5,185,2,0,28446,13103
1,0,0,0,4,1,3,27.0,1,24,1,0,824.73,0,5,528,2,0,21237,13104
1,0,0,1,1,0,1,25.0,1,31,1,2,894.73,0,5,214,2,0,13073,13105
0,0,1,0,6,1,1,78.0,5,23,1,0,273.73,0,5,631,2,0,22569,13107
1,0,1,1,1,0,1,6.0,5,36,0,0,259.73,0,5,121,2,0,16210,13108
0,0,0,1,4,0,2,29.0,4,25,1,0,360.73,0,5,257,2,0,11115,13109
0,0,1,1,3,0,2,42.0,4,56,0,2,3901.73,0,5,130,2,0,36730,13110
1,0,1,0,4,1,4,71.0,5,23,0,0,374.73,0,5,457,2,0,13515,13111
0,0,1,1,2,0,2,60.0,0,40,0,1,1829.73,0,5,110,2,0,38477,13112
0,0,1,1,0,0,3,82.0,1,28,0,0,412.73,0,5,1043,2,0,24623,13114
1,0,1,1,5,1,4,10.0,1,56,0,0,235.27,0,5,236,2,0,36222,13116
0,0,1,1,1,0,1,63.0,3,46,1,0,1379.73,0,5,262,2,0,47105,13118
1,0,1,1,6,1,3,87.0,1,57,-1,0,409.73,2,5,173,2,0,46521,13119
1,0,1,1,1,1,1,43.0,5,40,0,0,9.269999999999982,0,5,93,2,0,18283,13122
1,0,1,1,4,0,2,46.0,4,23,1,0,491.73,0,5,269,2,0,27682,13123
0,0,1,1,4,0,2,29.0,2,23,1,0,2196.73,0,5,68,2,0,25387,13124
0,0,0,0,0,0,1,92.0,5,26,1,0,3009.73,0,5,702,2,0,24442,13125
1,0,1,1,3,1,1,38.0,0,43,1,0,414.27,0,5,103,2,0,44426,13127
0,1,0,1,6,1,1,35.0,5,27,0,1,323.73,0,5,182,2,0,29555,13128
1,0,1,1,3,1,4,21.0,0,23,1,2,587.73,0,5,452,2,0,41228,13129
0,0,1,1,5,1,3,63.0,5,49,0,0,837.73,0,5,184,2,0,42442,13130
0,0,0,1,0,0,2,96.0,1,25,1,0,1280.73,0,5,151,2,0,18628,13132
1,0,1,1,3,0,1,26.0,0,23,1,2,229.73,0,5,198,2,0,40700,13135
1,0,1,1,6,1,4,83.0,1,27,0,2,273.73,0,5,571,2,0,11433,13136
1,0,0,1,6,0,1,79.0,1,37,0,0,403.73,0,5,199,2,0,33465,13137
1,0,1,1,2,1,3,66.0,5,25,1,2,273.73,0,5,43,2,0,25189,13138
1,1,0,1,3,0,1,82.0,1,26,0,0,1567.73,0,5,398,2,0,35325,13139
1,0,1,1,5,1,3,43.0,2,36,0,0,611.73,0,5,188,2,0,37937,13140
1,0,0,1,3,0,3,54.0,0,24,1,0,347.73,0,5,359,2,0,29715,13142
1,1,1,1,2,1,4,25.0,4,49,0,2,3877.73,2,5,284,2,0,26136,13144
0,0,1,1,1,1,1,48.0,3,28,0,0,1450.73,0,5,217,2,0,37867,13145
0,0,1,0,3,0,4,37.0,3,23,1,0,375.73,0,5,571,2,0,11929,13146
0,0,0,1,5,0,2,0.0,2,26,0,0,2595.73,0,5,79,2,0,31836,13148
0,0,1,1,0,1,3,28.0,4,40,0,2,751.73,0,5,162,2,0,44154,13151
1,0,0,1,1,0,1,87.0,3,42,-1,0,299.73,2,5,187,2,0,33542,13152
0,0,0,1,3,0,4,33.0,1,29,0,1,502.73,2,5,183,2,0,26822,13153
1,0,1,1,0,0,1,7.0,3,54,0,2,51712.73,0,5,322,2,0,37277,13154
1,1,1,0,6,0,1,26.0,5,26,0,0,783.73,0,5,1764,2,0,13982,13155
0,0,1,1,5,0,1,96.0,1,30,-1,0,525.73,0,5,142,2,0,43812,13156
1,0,1,1,6,0,2,15.0,4,29,0,0,1004.73,0,5,185,2,0,46172,13158
1,0,1,1,4,0,1,11.0,0,33,1,0,421.73,0,5,196,2,0,22066,13159
1,1,1,1,5,0,3,67.0,3,24,1,0,341.73,0,5,138,2,0,14447,13160
0,0,1,1,1,0,1,52.0,4,38,0,1,416.73,0,5,164,2,0,19694,13161
0,0,1,1,5,1,1,24.0,4,31,0,2,1143.73,0,5,542,2,0,24824,13162
1,0,1,0,1,1,2,9.0,1,26,1,0,5356.73,0,5,678,2,0,23793,13164
1,0,1,1,2,1,4,45.0,1,39,0,0,393.73,0,5,486,2,0,27679,13165
0,0,1,1,5,1,1,36.0,2,35,0,1,306.73,0,5,480,2,0,28274,13166
1,0,0,1,3,0,1,88.0,1,57,0,1,3813.73,0,5,162,4,0,24681,13167
0,0,1,1,6,1,4,5.0,4,32,-1,0,301.73,0,5,242,2,0,49376,13169
0,0,1,1,4,0,3,11.0,2,48,0,1,41.27,0,5,170,2,0,43171,13171
1,0,1,0,5,0,4,42.0,1,31,-1,2,310.73,0,5,1079,2,0,12884,13174
0,0,1,1,0,1,3,27.0,2,51,-1,1,273.73,0,5,203,2,0,24486,13175
1,0,0,1,5,0,4,53.0,1,54,1,0,0.7300000000000179,0,5,116,2,0,35853,13178
1,1,0,1,2,0,2,68.0,0,39,1,1,418.27,0,5,122,2,0,40446,13179
1,0,1,1,6,1,4,89.0,1,26,0,2,3967.73,0,5,67,2,0,42552,13182
0,0,1,1,5,0,2,46.0,3,58,0,0,1414.73,0,5,208,2,0,12114,13183
0,0,1,0,1,0,2,26.0,5,34,0,0,303.73,0,5,713,2,0,35875,13186
0,0,0,1,5,1,4,3.0,1,32,1,0,553.73,0,5,83,2,0,19388,13187
1,0,0,1,3,0,2,4.0,4,31,1,0,273.73,0,5,113,2,0,35048,13188
0,1,1,1,6,1,1,71.0,2,28,0,0,2534.73,0,5,247,2,0,46516,13189
0,0,0,1,4,1,3,87.0,4,33,0,1,319.73,0,5,335,2,0,35118,13190
1,1,1,1,4,0,2,26.0,4,54,0,1,579.73,0,5,209,2,0,18242,13192
1,0,1,1,2,0,1,52.0,3,47,0,0,13502.73,2,5,74,2,0,21631,13193
0,0,0,1,6,0,1,45.0,1,39,1,0,270.73,0,5,410,2,0,29007,13194
1,0,0,1,0,0,2,8.0,3,55,0,1,4715.73,0,5,94,2,0,28772,13195
0,1,0,1,6,0,1,28.0,2,31,0,1,274.73,0,5,132,2,0,33470,13196
1,0,0,1,6,1,4,58.0,1,34,1,0,629.73,0,5,358,2,0,49569,13198
0,1,1,1,5,1,4,62.0,2,27,1,0,563.73,0,5,290,2,0,35646,13199
1,1,1,1,0,0,3,6.0,0,43,0,0,1616.73,0,5,217,2,0,12016,13200
1,0,1,0,1,0,4,0.0,3,24,1,0,354.73,0,5,800,2,0,22555,13201
0,0,1,1,0,0,1,76.0,1,49,0,0,545.73,0,5,214,2,0,10531,13202
1,0,1,1,5,1,3,76.0,1,44,-1,1,3048.73,0,5,185,2,0,46595,13203
0,1,0,1,5,0,3,44.0,0,27,1,0,397.73,0,5,601,2,0,23539,13204
0,1,0,1,2,1,4,12.0,2,50,1,0,561.73,0,5,156,2,0,24246,13205
1,1,1,1,0,1,1,61.0,1,43,0,0,1342.73,0,5,495,2,0,22095,13206
0,1,1,1,3,1,2,48.0,5,31,0,0,273.73,0,5,282,2,0,22172,13208
0,1,0,1,3,1,4,52.0,1,27,1,2,273.73,0,5,228,2,0,40476,13209
1,1,0,1,3,1,1,76.0,5,34,-1,0,278.73,0,5,302,2,0,38548,13210
0,0,1,1,3,0,4,38.0,0,58,-1,0,871.73,0,5,93,2,0,43886,13211
0,0,0,1,2,1,2,99.0,3,33,1,1,1063.73,0,5,218,2,0,38209,13212
0,0,1,1,1,1,1,36.0,5,34,0,1,1068.73,0,5,212,2,0,32563,13214
1,1,1,1,1,0,2,55.0,1,26,0,0,1569.73,0,5,761,2,0,22844,13215
0,0,0,1,2,0,1,50.0,0,34,1,0,273.73,0,5,118,2,0,39092,13217
0,0,1,1,5,0,3,65.0,3,41,0,0,118.27,0,5,182,2,0,38329,13218
0,1,0,1,5,1,1,79.0,3,45,0,0,273.73,0,5,294,2,0,44526,13219
1,0,0,1,3,0,2,78.0,5,23,1,0,901.73,0,5,263,2,0,11650,13220
1,1,0,1,6,0,2,13.0,0,58,0,0,998.73,0,5,263,2,0,34199,13222
1,0,0,1,3,0,1,51.0,5,28,-1,0,277.73,0,5,58,2,0,42980,13225
1,0,1,1,2,0,3,70.0,5,36,0,0,1781.73,0,5,303,2,0,42971,13226
0,0,1,1,1,1,1,5.0,4,52,0,1,448.73,0,5,1024,2,0,49708,13227
1,1,1,0,3,1,2,98.0,4,29,0,0,425.73,0,5,828,2,0,12408,13228
0,0,1,1,4,1,2,16.0,1,27,1,0,241.73,0,5,507,2,0,15072,13229
0,0,1,1,3,1,1,77.0,1,26,1,2,1155.73,0,5,104,2,0,41115,13231
0,0,0,1,5,1,3,31.0,1,49,1,2,688.73,0,5,207,2,0,38197,13232
0,0,0,1,6,1,2,56.0,1,53,0,0,750.73,0,5,135,2,0,17189,13233
1,1,0,1,5,1,4,7.0,5,23,0,0,415.73,0,5,309,2,0,12815,13236
1,0,1,1,2,1,1,95.0,5,57,0,2,369.73,0,5,52,2,0,32333,13238
0,0,1,1,3,1,1,61.0,0,26,1,0,147.73,0,5,357,2,0,36854,13239
0,0,0,1,6,0,2,77.0,3,56,0,0,552.73,0,5,324,2,0,27049,13240
1,0,0,1,0,0,4,2.0,1,43,-1,0,419.73,0,5,213,2,0,18867,13241
0,0,1,1,5,1,2,1.0,5,52,0,0,1336.73,0,5,191,2,0,43428,13245
1,0,1,1,3,0,1,8.0,0,25,1,2,381.73,0,5,138,2,0,12273,13247
1,0,1,1,3,0,1,14.0,1,48,0,0,1566.73,0,5,79,2,0,11852,13248
0,0,1,1,4,1,1,93.0,3,57,-1,2,712.73,0,5,133,2,0,39192,13251
1,1,1,1,0,1,3,39.0,4,41,-1,1,601.73,0,5,189,2,0,35382,13256
1,1,0,1,5,0,2,91.0,3,40,0,2,2749.73,0,5,248,2,0,29884,13258
0,1,1,1,1,0,1,38.0,0,26,1,2,1525.73,0,5,316,2,0,30440,13259
0,0,1,1,4,0,1,46.0,3,50,0,0,273.73,0,5,581,2,0,44408,13261
1,0,0,1,1,0,1,83.0,2,55,0,0,348.73,0,5,154,2,0,33638,13262
0,1,1,1,5,0,2,97.0,4,28,0,1,580.73,0,5,114,2,0,25846,13263
0,0,0,1,4,0,2,44.0,2,26,1,0,292.73,0,5,75,2,0,32245,13265
1,1,0,1,1,0,3,90.0,1,29,0,0,55.27,0,5,116,2,0,35440,13266
1,1,0,1,0,1,3,26.0,3,30,-1,0,25.27,0,5,189,2,0,22963,13267
1,1,0,1,0,1,3,93.0,4,43,0,0,1750.73,0,5,352,2,0,28579,13269
1,0,0,1,2,1,1,51.0,3,36,1,0,273.73,0,5,449,2,0,47640,13270
1,0,1,1,1,0,3,80.0,3,50,0,0,623.73,0,5,457,2,0,48591,13271
0,0,1,0,0,1,3,79.0,1,54,1,0,936.73,0,5,816,2,0,26017,13272
1,0,1,1,5,0,1,69.0,1,29,1,1,758.73,0,5,444,2,0,39502,13273
0,0,1,1,1,1,1,14.0,0,30,0,1,273.73,2,5,60,2,0,39643,13275
1,0,1,1,1,1,3,28.0,4,33,0,0,902.73,0,5,515,2,0,49662,13276
1,0,1,1,0,1,4,79.0,4,35,0,1,362.73,2,5,333,2,0,36030,13277
0,0,1,1,1,1,3,38.0,5,56,0,2,1186.73,0,5,323,2,0,33258,13279
0,0,1,1,3,0,2,15.0,5,46,0,0,235.27,0,5,299,2,0,40703,13281
1,0,0,1,0,1,4,62.0,5,26,1,0,304.73,0,5,320,2,0,42589,13282
0,0,1,1,5,1,2,37.0,2,52,0,1,257.73,2,5,343,2,0,35021,13283
0,0,1,1,0,1,1,10.0,0,39,1,0,55.27,0,5,423,2,0,43045,13285
0,0,0,1,1,1,2,2.0,5,31,1,0,1242.73,2,5,104,2,0,12756,13287
0,1,0,1,3,1,4,55.0,4,37,0,0,7984.73,0,5,286,2,0,30971,13289
1,0,1,1,0,0,2,68.0,4,28,1,0,410.73,0,5,514,2,0,12146,13290
0,1,0,1,2,0,1,80.0,1,55,0,2,278.73,0,5,93,2,0,22456,13293
0,1,0,1,4,0,4,35.0,2,58,0,2,273.73,0,5,56,2,0,35329,13294
0,0,0,1,2,0,1,49.0,5,30,0,0,272.73,0,5,225,2,0,31831,13295
0,0,1,1,1,0,1,69.0,0,25,0,0,214.73,0,5,151,2,0,23947,13297
1,0,1,0,2,1,4,3.0,5,24,1,0,375.73,0,5,655,2,0,45150,13298
1,1,0,1,6,0,2,10.0,1,38,0,0,1284.73,0,5,142,2,0,11378,13301
0,0,1,0,2,0,2,32.0,1,24,0,0,643.73,0,5,1058,2,0,10356,13302
0,0,0,1,4,0,2,67.0,1,45,0,0,166.73,0,5,233,2,0,28797,13303
1,0,0,1,6,0,3,59.0,2,55,0,1,273.73,0,5,234,2,0,48521,13305
0,0,1,1,1,1,1,16.0,1,24,1,0,145.73,0,5,389,2,0,49076,13309
1,1,0,1,2,1,1,87.0,5,27,1,0,236.73,0,5,18,2,0,39184,13311
1,1,1,1,5,0,3,0.0,3,52,0,1,281.73,2,5,113,2,0,24888,13312
0,0,1,1,5,0,4,94.0,5,57,0,2,1999.73,0,5,134,2,0,36190,13315
1,0,1,0,6,0,3,2.0,5,23,1,0,462.73,0,5,684,2,0,46483,13317
1,1,0,1,5,0,4,43.0,5,25,0,0,475.73,2,5,209,2,0,23847,13319
1,0,0,1,3,1,4,23.0,1,43,-1,0,1130.73,2,5,46,2,0,29541,13320
0,0,1,1,0,1,4,44.0,1,26,0,1,693.73,2,5,62,2,0,39280,13321
1,1,0,1,0,1,1,49.0,3,43,0,0,444.73,0,5,373,2,0,36935,13322
1,1,1,1,1,0,2,87.0,4,34,1,2,199.73,0,5,473,2,0,11879,13323
1,1,0,1,0,1,2,38.0,1,35,0,0,401.73,2,5,376,2,0,11309,13324
0,0,0,1,3,1,1,89.0,3,30,1,2,464.73,0,5,138,2,0,19549,13325
0,0,1,1,6,0,4,71.0,3,42,0,1,1412.73,0,5,152,2,0,13713,13326
1,0,1,1,5,0,3,69.0,1,25,1,0,163.73,0,5,87,2,0,45461,13327
0,0,1,1,3,0,4,21.0,3,24,1,1,431.73,0,5,413,2,0,11027,13330
1,0,0,1,6,1,1,66.0,5,37,0,1,1824.73,2,5,386,2,0,43028,13331
1,0,1,1,0,0,3,84.0,5,25,1,0,122.73,0,5,280,2,0,39212,13332
1,0,1,1,0,0,1,19.0,2,39,0,1,242.27,2,5,551,2,0,32743,13333
1,1,0,1,1,1,3,78.0,5,26,1,2,556.73,0,5,19,2,0,23002,13334
0,1,1,1,3,0,4,50.0,3,39,0,0,370.73,0,5,209,2,0,28140,13336
0,0,1,1,4,0,1,18.0,0,24,1,1,289.73,0,5,246,2,0,11510,13337
1,0,0,1,0,1,3,88.0,0,42,0,0,1062.73,0,5,253,2,0,34409,13339
1,0,0,1,5,1,3,90.0,3,53,0,0,1132.73,2,5,150,2,0,11113,13340
0,0,1,1,4,0,4,28.0,2,32,0,1,840.73,0,5,238,2,0,25529,13342
0,0,0,1,1,0,3,33.0,0,57,0,1,294.73,2,5,124,2,0,22889,13346
1,0,1,1,4,1,1,99.0,4,57,0,0,575.73,0,5,247,2,0,20471,13347
0,1,0,1,1,1,2,5.0,4,30,0,0,334.73,0,5,526,2,0,30582,13348
1,0,0,1,5,0,4,45.0,4,39,0,0,505.73,2,5,101,2,0,33604,13351
0,0,1,1,3,1,3,85.0,3,47,0,0,450.73,0,5,188,2,0,40409,13352
1,1,0,1,4,0,4,85.0,1,41,0,0,321.73,0,5,86,2,0,24087,13354
1,1,1,1,3,1,1,67.0,4,44,0,0,152.73,0,5,211,2,0,17658,13355
1,0,1,1,1,1,3,1.0,4,54,0,0,334.73,0,5,72,2,0,14002,13356
1,1,0,1,1,1,4,88.0,4,31,0,2,279.73,0,5,1108,2,0,49440,13357
0,1,1,1,2,1,1,48.0,1,30,0,0,277.73,0,5,170,2,0,46766,13360
0,1,0,1,5,0,2,19.0,0,30,1,0,396.73,0,5,326,2,0,44926,13361
0,1,0,1,0,0,4,48.0,5,28,0,1,647.73,0,5,222,2,0,12867,13362
0,1,0,1,4,1,1,89.0,1,47,0,0,1157.73,2,5,198,2,0,33003,13364
1,0,0,1,4,1,4,25.0,3,55,0,2,283.73,2,5,317,2,0,49090,13365
0,1,0,1,6,0,2,79.0,5,40,0,0,273.73,0,5,1008,2,0,16805,13366
0,0,1,1,0,0,3,94.0,0,50,0,0,322.73,2,5,277,2,0,17386,13367
0,1,0,1,4,1,4,53.0,0,36,0,1,891.73,0,5,181,2,0,35738,13368
1,0,1,1,0,0,1,57.0,4,25,1,2,427.73,0,5,72,2,0,24545,13369
0,1,0,1,4,0,1,55.0,0,39,-1,0,273.73,0,5,123,2,0,22706,13371
1,1,0,1,4,0,3,84.0,2,34,0,0,472.73,0,5,180,2,0,45739,13372
1,0,0,1,2,0,4,28.0,0,41,-1,2,273.73,0,5,131,2,0,46798,13373
0,0,1,1,4,0,3,30.0,1,32,0,1,273.73,0,5,50,2,0,39295,13378
1,0,1,1,5,0,3,35.0,3,42,0,2,1046.73,0,5,615,2,0,25182,13380
1,1,0,1,2,1,1,43.0,5,39,0,0,385.73,0,5,155,2,0,13661,13383
1,1,0,1,0,1,4,87.0,2,55,0,0,1223.73,0,5,1269,2,0,34689,13384
0,1,0,1,3,0,1,60.0,5,51,0,2,946.73,0,5,179,2,0,48251,13385
0,0,1,1,1,1,1,3.0,4,42,0,0,506.73,0,5,147,2,0,31592,13388
1,1,0,1,5,1,4,9.0,1,41,0,1,273.73,0,5,129,2,0,18368,13390
0,0,0,1,5,1,1,2.0,1,35,1,0,1276.73,0,5,256,2,0,26314,13391
0,0,0,1,4,0,1,31.0,1,46,0,0,992.73,0,5,202,2,0,14094,13392
0,0,0,0,0,0,2,1.0,3,24,1,0,384.73,0,5,534,2,0,28185,13395
0,0,1,1,3,0,4,5.0,5,52,0,0,5089.73,0,5,403,2,0,46753,13399
1,1,0,1,6,1,3,92.0,0,34,0,0,329.73,0,5,180,2,0,46957,13400
1,0,0,1,0,0,1,44.0,2,33,0,0,605.73,0,5,196,2,0,42687,13402
1,1,0,1,6,1,2,74.0,5,51,0,2,273.73,0,5,293,2,0,16642,13403
1,1,0,1,6,0,4,65.0,5,58,0,1,2543.73,0,5,203,2,0,29477,13404
0,0,1,1,2,1,3,88.0,3,31,0,0,390.73,0,5,130,2,0,40901,13405
