Age,SSec_Category,Hobby,Education_Duration,Profession,Working_Hours,Investment,Loan,Dependents,Yearly_Breaks,Number_of_Siblings,City,Income,Debt_Paid,Id,Gender_F,Gender_M,Housing_Apartment,Housing_Bungalow,Housing_Condo,Housing_Slum,Housing_Trailer,Housing_Treehouse,Loan Status_Applied,Loan Status_Critical,Loan Status_EMI,Loan Status_In Search,Loan Status_Not Applied,Loan Status_Overdue,Loan Status_Paid,Loan Status_Pending,Marital_Status_Divorced,Marital_Status_Divorced with Children,Marital_Status_Engaged,Marital_Status_Married,Marital_Status_Separated,Marital_Status_Single,Employer_Kind_MNC,Employer_Kind_Self-employed,Employer_Kind_Startup,Country_Canada
34.0,2,15,11.0,0,58.0,6517.0,2000.0,5,0,2,38,922145.522,12587,15044,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
30.0,2,15,11.0,3,37.0,20.0,2000.0,5,1,2,38,129540.408,23692,15045,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
32.0,4,1,8.0,6,42.0,20.0,2000.0,2,0,2,38,252850.699,49893,15046,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
32.0,4,11,10.0,0,38.0,20.0,2000.0,2,1,3,38,184473.563,13521,15047,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
18.0,4,15,11.0,11,42.0,20.0,2000.0,4,1,2,38,216963.358,45299,15048,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25.0,4,12,15.0,13,42.0,20.0,2000.0,4,0,3,38,109038.663,42626,15049,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
34.0,4,11,10.0,0,0.0,20.0,2000.0,6,1,3,38,348886.515,14838,15050,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
33.0,4,15,11.0,11,42.0,20.0,2000.0,1,0,4,38,281361.317,29342,15051,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
30.0,4,11,10.0,2,52.0,20.0,2000.0,1,0,4,38,307929.493,37013,15053,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
30.0,4,12,15.0,9,22.0,20.0,2000.0,2,0,4,38,164502.896,33147,15054,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
50.0,4,11,10.0,11,50.0,20.0,2000.0,2,1,2,38,225109.803,17866,15055,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
48.0,4,15,11.0,2,42.0,20.0,2000.0,1,0,4,38,336532.86600000004,48486,15056,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
23.0,4,11,10.0,2,47.0,20.0,2000.0,1,0,2,38,76761.567,33253,15058,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
19.0,4,13,2.0,4,52.0,20.0,2000.0,2,0,4,25,248903.506,22088,15059,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
29.0,4,15,11.0,7,32.0,20.0,2000.0,6,0,2,38,323223.233,36728,15061,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
39.0,4,8,12.0,7,42.0,20.0,2000.0,2,1,3,38,32493.96,10416,15062,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
49.0,4,15,11.0,0,42.0,20.0,2000.0,2,0,2,38,72741.12400000001,33394,15067,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
28.0,4,9,14.0,9,35.0,20.0,2000.0,6,0,3,38,182496.699,45812,15068,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
46.0,4,9,14.0,0,37.0,20.0,2000.0,1,1,4,38,153619.905,10613,15070,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
37.0,4,11,10.0,3,0.0,14364.0,2000.0,2,1,4,38,171175.925,10898,15071,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
44.0,4,9,14.0,3,42.0,7708.0,2000.0,1,0,4,38,208723.74,42828,15074,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
49.0,4,12,15.0,9,37.0,20.0,3977.0,1,1,4,38,118589.086,40328,15075,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
28.0,4,15,11.0,2,42.0,20.0,2000.0,4,1,2,38,174238.525,32166,15079,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
50.0,4,11,10.0,0,40.0,20.0,2000.0,6,1,2,38,114113.83,35467,15080,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
18.0,4,11,10.0,9,42.0,20.0,2000.0,3,0,4,38,374550.663,13436,15081,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
35.0,4,8,12.0,3,42.0,20.0,2000.0,1,1,3,38,216132.049,40579,15082,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
58.0,4,9,14.0,10,0.0,7318.0,2000.0,1,1,4,38,138396.081,22523,15085,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
60.0,4,9,14.0,11,62.0,20.0,2000.0,1,0,2,38,670594.08,32785,15087,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
51.0,4,11,10.0,11,37.0,20.0,2000.0,2,0,2,38,213079.482,19304,15088,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
36.0,4,9,14.0,11,52.0,20.0,2000.0,1,0,3,38,280358.201,34894,15089,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
47.0,4,8,12.0,9,42.0,20.0,2000.0,1,1,2,38,317644.237,13681,15090,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
16.0,4,15,11.0,0,0.0,20.0,2000.0,4,1,3,38,407123.638,48355,15092,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
23.0,4,9,14.0,9,42.0,20.0,2000.0,3,1,3,38,204023.376,22687,15093,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
21.0,4,9,14.0,0,42.0,20.0,2000.0,2,0,3,38,359186.855,35690,15097,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
61.0,4,9,14.0,11,17.0,20.0,2000.0,1,1,4,38,198427.212,36381,15098,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
61.0,4,8,12.0,7,0.0,20.0,2000.0,1,1,2,38,419768.931,41818,15099,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
49.0,4,7,13.0,11,32.0,3123.0,2000.0,1,0,4,38,270719.428,34418,15101,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
43.0,4,11,10.0,2,52.0,20.0,2000.0,1,1,3,38,121445.529,36899,15104,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
49.0,2,5,5.0,13,0.0,20.0,2000.0,1,1,4,38,105002.926,32228,15106,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
41.0,4,12,15.0,9,42.0,20.0,2000.0,1,1,3,38,41675.644,38748,15108,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
51.0,4,1,8.0,6,42.0,20.0,2000.0,1,0,2,38,174373.928,31288,15109,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
39.0,4,15,11.0,9,42.0,20.0,2000.0,1,0,2,38,157656.114,10195,15111,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
42.0,4,11,10.0,2,42.0,20.0,2000.0,5,1,3,38,107379.85,48788,15112,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
58.0,4,8,12.0,2,32.0,20.0,2000.0,2,0,4,38,65839.951,43648,15116,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
31.0,4,9,14.0,3,47.0,20.0,2000.0,1,0,3,38,108954.665,18052,15118,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
33.0,4,9,14.0,11,42.0,20.0,2000.0,1,0,2,38,177304.86399999997,13242,15119,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
29.0,4,15,11.0,0,0.0,20.0,2000.0,1,1,2,38,281749.994,36506,15120,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
52.0,4,11,10.0,0,62.0,7318.0,2000.0,1,0,4,38,202677.033,25918,15121,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
55.0,4,10,17.0,9,37.0,20.0,2000.0,1,0,4,38,173466.431,10446,15122,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
39.0,4,15,11.0,6,44.0,7318.0,2000.0,1,1,4,38,275063.918,30643,15125,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
49.0,4,15,11.0,3,0.0,20.0,2000.0,1,1,3,38,335073.684,47094,15127,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
40.0,4,4,4.0,0,42.0,20.0,2000.0,3,0,2,7,210859.381,38897,15128,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
26.0,4,8,12.0,5,47.0,20.0,2000.0,2,1,3,38,97051.209,40862,15129,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
45.0,4,0,7.0,9,22.0,20.0,2000.0,6,0,2,4,178862.72600000005,18801,15130,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
51.0,0,9,14.0,12,42.0,20.0,2000.0,2,1,4,38,160159.27800000002,36227,15131,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
44.0,2,1,8.0,7,42.0,7708.0,2000.0,1,0,2,38,239329.825,13715,15133,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
23.0,4,11,10.0,0,0.0,20.0,2000.0,3,1,4,38,404625.415,48944,15134,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
45.0,4,11,10.0,6,42.0,20.0,2000.0,1,1,2,38,346075.769,25633,15135,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
28.0,4,11,10.0,13,42.0,20.0,2000.0,1,1,2,38,37826.81,38936,15137,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
46.0,4,11,10.0,2,42.0,20.0,2000.0,1,0,3,38,54459.201,41553,15138,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
20.0,2,15,11.0,7,42.0,20.0,2000.0,4,1,3,38,338485.393,45605,15139,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
30.0,4,15,11.0,2,32.0,20.0,2000.0,1,0,3,38,159986.604,42254,15140,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
29.0,4,11,10.0,7,42.0,20.0,2000.0,1,1,3,38,197081.154,32021,15142,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
41.0,4,15,11.0,7,22.0,20.0,2000.0,6,0,2,8,346683.004,14112,15143,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
24.0,4,8,12.0,7,42.0,20.0,2000.0,2,0,4,38,243285.942,43225,15144,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
32.0,2,11,10.0,4,42.0,20.0,2000.0,1,1,4,38,322201.622,27832,15145,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
28.0,2,11,10.0,0,42.0,20.0,2000.0,5,0,3,38,238922.912,25005,15147,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
15.0,4,1,8.0,7,0.0,20.0,2000.0,4,1,3,38,36047.189,20601,15148,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
27.0,4,15,11.0,2,42.0,20.0,2000.0,1,0,4,38,209035.462,46672,15150,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
30.0,2,9,14.0,3,42.0,20.0,2000.0,1,1,2,38,68508.01400000001,12170,15152,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
32.0,4,9,14.0,11,42.0,20.0,2000.0,4,0,2,38,139825.797,47097,15153,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
45.0,4,15,11.0,0,0.0,20.0,2000.0,5,0,3,38,113091.641,38766,15155,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
38.0,4,15,11.0,11,42.0,20.0,2000.0,2,1,3,38,95279.983,38942,15156,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24.0,4,8,12.0,7,42.0,20.0,2000.0,2,0,4,38,29741.31600000001,45529,15157,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
28.0,4,11,10.0,7,42.0,20.0,2000.0,2,0,2,20,167594.269,25664,15158,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
52.0,4,11,10.0,2,42.0,20.0,2000.0,2,1,4,38,311833.636,29234,15159,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
36.0,4,9,14.0,3,42.0,20.0,2000.0,1,1,2,38,83310.85,35849,15161,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
41.0,2,5,5.0,4,0.0,20.0,2000.0,2,1,3,38,120600.684,34256,15162,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
23.0,4,15,11.0,4,22.0,20.0,2000.0,4,1,4,38,202212.769,26251,15163,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
45.0,4,11,10.0,7,36.0,20.0,2000.0,1,1,3,38,108385.304,33682,15166,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
43.0,2,11,10.0,7,37.0,20.0,2000.0,3,0,2,38,174057.77300000002,36971,15167,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
23.0,4,15,11.0,11,37.0,20.0,2000.0,2,1,2,38,226404.992,13795,15170,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
55.0,4,4,4.0,6,42.0,20.0,2000.0,2,1,3,38,226283.855,27846,15171,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
26.0,4,9,14.0,9,26.0,20.0,3977.0,6,0,4,38,111482.917,10592,15172,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
26.0,4,11,10.0,11,53.0,20.0,2000.0,1,0,4,4,219014.117,30268,15173,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
25.0,4,9,14.0,9,57.0,20.0,2000.0,2,1,3,38,163520.452,45250,15174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26.0,4,9,14.0,0,22.0,20.0,2000.0,2,0,4,38,202049.281,36384,15175,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
25.0,4,11,10.0,6,47.0,20.0,2000.0,4,1,3,38,368914.972,28419,15178,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
26.0,2,6,6.0,5,26.0,20.0,2000.0,4,1,3,38,188870.664,36062,15181,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
31.0,1,8,12.0,11,0.0,20.0,2000.0,4,1,4,29,67260.80900000001,14688,15183,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
36.0,4,11,10.0,7,42.0,20.0,2000.0,2,0,3,38,273429.566,41094,15184,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
29.0,2,11,10.0,11,27.0,20.0,2000.0,5,1,3,38,112612.279,47497,15185,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
38.0,4,12,15.0,9,47.0,20.0,2000.0,2,0,2,38,227649.865,35742,15186,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
36.0,4,12,15.0,3,62.0,20.0,2000.0,1,0,4,38,162127.679,35997,15188,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
17.0,2,15,11.0,3,32.0,20.0,2000.0,4,0,2,38,153033.711,16477,15189,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
36.0,4,12,15.0,3,47.0,20.0,2000.0,2,1,3,38,149916.43099999998,39486,15191,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
28.0,4,9,14.0,9,6.0,20.0,2000.0,6,0,3,38,167502.959,17082,15192,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20.0,4,11,10.0,8,42.0,4528.0,2000.0,6,1,4,38,203951.197,15028,15193,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
16.0,4,11,10.0,7,27.0,20.0,2000.0,4,0,4,38,110551.045,25229,15194,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
66.0,4,15,11.0,7,22.0,20.0,2000.0,2,1,2,38,96624.118,22490,15195,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
33.0,4,8,12.0,13,52.0,20.0,2000.0,2,0,3,38,176086.258,41196,15196,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
30.0,4,0,7.0,2,42.0,20.0,2000.0,5,0,3,38,213309.522,38139,15198,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
41.0,4,15,11.0,9,42.0,20.0,2000.0,6,1,4,38,196965.34,11552,15199,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
28.0,2,0,7.0,6,42.0,20.0,2000.0,5,0,4,38,149929.384,12140,15200,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
60.0,4,15,11.0,12,26.0,2849.0,2000.0,1,0,3,38,233137.161,42613,15201,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
36.0,4,8,12.0,6,42.0,20.0,2000.0,1,0,4,38,109861.495,15870,15202,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
26.0,4,10,17.0,9,0.0,20.0,2000.0,2,1,2,10,612380.088,49562,15204,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
24.0,4,8,12.0,7,42.0,20.0,2000.0,2,0,2,38,34860.454,20994,15205,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
17.0,2,11,10.0,7,42.0,20.0,2000.0,3,0,3,38,248484.532,12921,15207,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
18.0,4,15,11.0,0,32.0,20.0,2000.0,4,1,3,38,159490.418,22163,15208,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
23.0,2,9,14.0,10,42.0,20.0,2000.0,2,1,3,38,261576.833,35694,15209,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
22.0,4,9,14.0,0,52.0,20.0,2000.0,6,1,2,38,270371.452,47198,15213,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
21.0,4,11,10.0,7,42.0,20.0,2000.0,2,0,2,38,116307.576,47139,15214,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
22.0,4,9,14.0,9,22.0,20.0,2000.0,4,1,4,38,190280.688,19489,15215,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
23.0,4,11,10.0,7,10.0,20.0,2000.0,2,0,2,38,470412.951,45328,15216,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
28.0,4,11,10.0,3,0.0,20.0,2000.0,1,0,3,38,138749.538,48375,15218,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
24.0,4,9,14.0,11,47.0,20.0,2000.0,4,0,2,38,157100.107,25915,15219,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
60.0,4,12,15.0,9,52.0,20.0,2000.0,1,1,2,38,225758.947,26398,15220,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
34.0,4,15,11.0,3,35.0,20.0,2000.0,6,0,3,38,267238.858,22545,15221,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
43.0,1,11,10.0,7,42.0,20.0,2000.0,1,0,3,29,79119.843,29727,15222,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
29.0,4,7,13.0,11,47.0,20.0,2880.0,5,0,4,38,331705.14,40261,15223,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
63.0,4,9,14.0,3,0.0,20.0,2000.0,1,0,3,25,174640.539,19735,15225,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
40.0,4,8,12.0,9,42.0,20.0,2000.0,5,0,4,38,100526.431,30345,15226,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
38.0,2,15,11.0,11,42.0,20.0,2000.0,6,1,2,32,188019.241,35682,15228,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
51.0,4,15,11.0,0,42.0,20.0,2000.0,1,0,2,38,167996.5,31233,15229,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
52.0,4,11,10.0,11,52.0,20.0,2000.0,1,0,2,38,22558.483,23959,15230,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
21.0,4,11,10.0,0,42.0,20.0,2000.0,2,1,2,38,122920.028,34607,15234,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
26.0,4,9,14.0,7,17.0,20.0,2000.0,6,1,2,38,100016.871,49361,15235,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
18.0,4,11,10.0,5,42.0,20.0,2000.0,4,0,3,38,106849.706,38061,15236,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
71.0,4,9,14.0,9,32.0,20.0,2000.0,1,1,2,38,242173.156,42017,15238,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
45.0,4,15,11.0,2,0.0,20.0,3977.0,1,1,2,38,221803.103,17449,15239,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
38.0,4,2,9.0,2,42.0,20.0,2000.0,2,0,3,38,227548.132,14729,15241,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
35.0,4,8,12.0,12,39.0,20.0,2000.0,6,0,3,38,232074.98,40790,15242,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
37.0,4,11,10.0,6,52.0,20.0,2000.0,4,1,3,38,181876.86,34309,15243,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
42.0,4,15,11.0,7,47.0,20.0,2000.0,2,0,3,38,252760.286,28953,15245,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
39.0,2,11,10.0,11,42.0,20.0,2000.0,5,1,4,38,276071.225,44452,15249,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
53.0,4,9,14.0,10,42.0,20.0,2000.0,1,0,2,38,377103.818,18317,15250,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
51.0,4,12,15.0,9,52.0,20.0,2000.0,5,0,3,38,177954.863,20429,15252,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
